SMILES,Genotoxicity
CCC,0
[Mg++].[O-]C(=O)C([O-])=O,0
CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,0
CC1=CC(CC2=CC(C)=C(N)C(C)=C2)=CC(C)=C1N,0
CC(C1=CC=CC=C1)C1=C(O)C=C(O)C=C1,0
CC1CC(C)=CC(C)C1C=O,0
CCC(CO)(CO)COCC=C,0
CCCCCCCCCCOC1=CC=C(C=C1C(C)CC)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0
CC(C)=NO,0
FCC(F)(F)F,0
CCCCCCC(O)CCCCCCCCCCC(=O)NCC1=CC(CNC(=O)CCCCCCCCCCC(O)CCCCCC)=CC=C1,0
CCCCOC(=O)OOC(=O)OCCCC,0
[Na+].CC1=C(CNC(=O)CCl)C(C)=C(NC2=CC(=C(N)C3=C2C(=O)C2=C(C=CC=C2)C3=O)S([O-])(=O)=O)C(C)=C1CNC(=O)CCl,0
CC1=CC[C@H](CC1)C(C)(C)O,1
C1CCOC1,0
OCCN1CCNCC1,0
OCCN(CCO)CCO.OCCN(CCO)CCO.OCCN(CCO)CCO.OC(=O)CCCCCNC1=NC(NCCCCCC(O)=O)=NC(NCCCCCC(O)=O)=N1,0
CC(C)(O)CCC1=CC=CC=C1,0
CCCCCCOC1CCC(C)(C)O1,0
CO[Si](CC(C)C)(OC)C(C)C,0
FC(F)(F)C1=CC(=CC=C1)C(F)(F)F,0
CC(=O)OC(C)(C)CCCC(=C)C=C,0
OC(O)=O.NNC(N)=N,0
CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O,0
[O-][N+](=O)C1=CC(=CC=C1NC1=CC=CC=C1)S(=O)(=O)NC1=CC=CC=C1,0
OCCS(=O)(=O)CCO,0
CCCCCCC1CCC(=O)O1,0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,0
CC1=NC=CN1,0
ClS(=O)(=O)N=C=O,0
C(OC1=CC2=C(C=C1)C(OCC1CO1)=CC=C2)C1CO1,1
CC1=CC=C(C=C1)S(=O)(=O)C(I)I,0
CC=C(C)C,1
COC1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(C=C1)[N+]([O-])=O,0
[Cl-].COC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0
CNC(=O)C1=CC(=CC(C)=C1NC(=O)C1=CC(CN2N=NC(=N2)C(F)(F)F)=NN1C1=NC=CC=C1Cl)C#N,0
[K+].[K+].[O-]C([O-])=O,0
C[Si]1(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O1,0
C\C=C\C(=O)C1=C(C)CCCC1(C)C,0
OC(=O)C1=CC=CC=C1Cl,0
CC(CN)CCCCCCN,0
CCOC(=O)[C@H]1[C@@H]2C[C@@H](C=C2)[C@@H]1C(C)C,0
CCCCCCCCCCCCCCCC[Si](OCC)(OCC)OCC,0
NC1CCCCC1,0
NC(=O)C1=CC=C(NC(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,0
OC(C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1,1
CCOCCOCCOC,0
CCCCC(CC)COC(=O)CC#N,0
CC(C)(C)C1=CC(=C(OC(=O)C2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)C=C1)C(C)(C)C,0
CC1CCCCCCCCCCCCC(=O)C1,0
CC1=CCC2C(C1)C2(C)C,0
CCOC(=O)C1=CNNC1=N,0
O=C1N2C3=CC=CC=C3N=C2C2=C3C1=CC=C1C(=O)N4C5=CC=CC=C5N=C4C(C=C2)=C31,0
Cl.CC(C1=C(F)C(Cl)=NC=N1)C(O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0
CC(C)OCCO,0
CCCCC(CC)COCCCNC(=O)NC1=CC=CC2=C(NC(=O)NCCCOCC(CC)CCCC)C=CC=C12,0
CC(C)CCOCCC(C)C,0
CCC1=NC=CN=C1C,0
[H][C@@]12CC[C@](O)(C#N)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])CC1(CC3)OCC(C)(C)CO1,0
[H]C12CCN(CC1)C[C@@H]2O,0
C[C@H](O)C(O)=O,0
OC1=CC=C(O)C=C1,0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,1
FC(F)(F)C(Cl)Cl,0
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1
NC1=C(Cl)C=C(Cl)C=C1Cl,0
[O-][N+](=O)C1=NNC(=O)N1,0
CCCCCCCCC\C=C\C=O,0
OC(=O)COC1=C2N=CC=CC2=C(Cl)C=C1,0
CC(=O)O[C@@H]1CCCC[C@@H]1C(C)(C)C,0
CC1=CC=C(C=C1)S(=O)(=O)C1=CC(O)=C(O)C=C1,0
CC(C)CNCC(C)C,0
CC(=O)N1CCN(CC1)C1=CC=C(O)C=C1,1
OC[C@@H](O)CCl,0
COCCOCCO[Si](CCCOCC1CO1)(OCCOCCOC)OCCOCCOC,1
CN1CCN(N)CC1,1
CC1=CC2=C(CC(C)(CO)C2)C=C1,0
CCC(C)(C)OOC(C)(C)CC,1
[Na+].CC(=NNC(=O)NC1=CC(F)=CC(F)=C1)C1=NC=CC=C1C([O-])=O,1
COC(=O)CC(=O)CC(=O)OC,0
O=C(OC1=CC=CC=C1)OC1=CC=CC=C1,0
NC1=C(O)C=CC(=C1)[N+]([O-])=O,1
CCC(=O)OC=C,0
CC(C)C(O)C(C)(C)CO,0
[Cr+3].CC1=NN(C(O)=C1N=NC1=C(O)C=CC(=C1)S(N)(=O)=O)C1=CC=CC=C1.CC1=NN(C([O-])=C1N=NC1=C([O-])C=CC(=C1)S([O-])(=N)=O)C1=CC=CC=C1,0
CCCC[Sn](CCCC)(CCCC)CCCC,0
COC1=C(OC)C(OC)=C2C(CC[C@H](NC(C)=O)C3=CC(=O)C(SC)=CC=C23)=C1,0
O.O.O.[Co],1
[H]N(C1CCC(CC2CCC(CC2)N([H])C(=O)OCCCC)CC1)C(=O)OCCCC,0
[Na+].[Na+].CCN1C(O)=C(N=NC2=C(C=CC(NC3=NC(Cl)=NC(NC4=CC=C(C=C4)S(=O)(=O)CCOS([O-])(=O)=O)=N3)=C2)S([O-])(=O)=O)C(C)=C(C(N)=O)C1=O,0
C[C@@H](CC\C=C(/C)CCC=C(C)C)CC=O,0
[Na+].[O-]C#N,0
CC(C)CC=C,0
CCCCC(CC)COC(=O)\C=C(\C)C(=O)OCC(CC)CCCC,0
Cl.CN(C)C(=N)NC(N)=N,0
[H+].[Mn++].CC1=C(Cl)C=C(\N=N\C2=C3C=CC=CC3=CC(C([O-])=O)=C2[O-])C(=C1)S([O-])(=O)=O,0
CCC[Si](OCC)(OCC)OCC,0
CC(C)OC(=O)CCCCC(=O)OC(C)C,0
CCCP(=O)(OC)OC,1
CC1=C(N)C=CC=C1,0
COC(=O)CCCCCC(=O)OC,1
CCCCCCCCCCN(C)CCCCCCCCCC,0
[Al+3].[O-]B([O-])[O-],0
OC(=O)CCCCCCCCC(O)=O,0
CC(C)CCCCCCCCCCCCCCCOC(=O)CC(O)C(=O)OCCCCCCCCCCCCCCCC(C)C,0
[Na+].[Na+].CC(C)(C1=CC=C(OS(=O)(=O)C2=C(C=CC=C2)N=NC2=C3C(O)=CC(=CC3=CC=C2N)S([O-])(=O)=O)C=C1)C1=CC=C(OS(=O)(=O)C2=C(C=CC=C2)N=NC2=C3C(O)=CC(=CC3=CC=C2N)S([O-])(=O)=O)C=C1,1
[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Zn++],0
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,0
COC(=O)CCS,0
COC1=C(NC(=O)C2=C(O)C(N=NC3=CC=C(C=C3)C(N)=O)=C3C=CC=CC3=C2)C=CC=C1,1
CO[Si](OC)(C1=CC=CC=C1)C1=CC=CC=C1,1
[Na+].NC1=C(N=NC2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,0
[Na+].NC1=C(C=C(NC2=CC=CC=C2)C2=C1C(=O)C1=C(C=CC=C1)C2=O)S([O-])(=O)=O,0
CC(=O)OCC(COC(C)=O)OC(C)=O,0
CC1(C)CC(N)CC(C)(CN)C1,0
[H+].F[B-](F)(F)F,0
CN(C(=O)CN1CCN(C)CC1)C1=CC=C(N)C=C1,0
C\C=C\C(=O)[C@@H]1[C@@H](C)C=CCC1(C)C,0
CC1=C(Cl)C(Cl)=CC=C1,0
[NH4+].[Br-],0
CCCCCCCCCCCCC1CO1,0
CCCCCCCCCCC1CO1,0
CCCCCCCC[Sn](CCCCCCCC)(SCC(=O)OCC(CC)CCCC)SCC(=O)OCC(CC)CCCC,0
CCCCCCCCCCCCCCC1CO1,0
CCCCCCCCCCCC[Si](C)(Cl)Cl,0
C(CSSCCC[Si]12OCCN(CCO1)CCO2)C[Si]12OCCN(CCO1)CCO2,0
CC(=O)CCO,0
[Ba++].CCCCCCCCCCCCC1=CC=C([O-])C=C1.CCCCCCCCCCCCC1=CC=C([O-])C=C1,0
CCC(C)(C)OOC1(CCCCC1)OC,0
COCCOC(=O)C=C,0
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CC1(C)OC(=O)CC(=O)O1,0
CC(C)(C)C1=CC=C(NC2=CC=C(NC3=CC=C(C=C3)C(C)(C)C)C3=C2C(=O)C2=C(O)C=CC(O)=C2C3=O)C=C1,0
COC1=C(C=C(C=C1)C(=O)NC1=CC=CC=C1)N=NC1=C2C=CC=CC2=CC(C(=O)NC2=C(C)C=CC(Cl)=C2)=C1O,0
O=C1NC(=C2C(=O)NC(=C12)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,0
[H+].[Cr+3].[O-]C1=CC=C2C=CC=CC2=C1\N=N\C1=C([O-])C=C(C=C1)[N+]([O-])=O.[O-]C1=CC=C2C=CC=CC2=C1\N=N\C1=C([O-])C=CC(=C1)[N+]([O-])=O,1
Cl.COC1=C(OC)C=C(CC(C)(N)C(O)=O)C=C1,0
[O-]C=O.CCN(CC)C1=CC=C2N=C3C=CC(C=C3OC2=C1)=[N+](CC)CC,0
CS(C)(=O)=O,0
C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CC(=O)O2,0
CCCCCC(CC)C(=O)O[Sn](CCCC)(OC(=O)C(CC)CCCCC)OC(=O)C(CC)CCCCC,0
CN(CC(O)=O)C(N)=N,0
C1C=CC2C3CC(C=C3)C12,0
O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,0
CC1=C(NC(=O)C2=C(O)C(N=NC3=C(Cl)C=C(Cl)C(Cl)=C3)=C3C=CC=CC3=C2)C=CC=C1,0
[Na+].OC(=O)CC(O)(CC([O-])=O)C(O)=O,0
[Na+].CCOC(=O)C1=CC=C([O-])C=C1,0
CCC1=CC(CC2=C(O)C(=CC(CC)=C2)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,0
[Na+].COS([O-])(=O)=O,0
COC1=C(OC(C)=O)C=CC(CC=C)=C1,0
[Na+].CCCCCCCCCCCC(=O)N(C)CCS([O-])(=O)=O,0
CCN(CC)CCOC(=O)CCCCC(=O)OCCN(CC)CC,0
O=C1CCCCC(=O)OCCOCCO1,0
CC(=O)CC(C)(C)C1CCCCC1,0
[Cl-].[Cl-].C[N+]1=CC=C(C=C1)C1=CC=[N+](C)C=C1,0
[Li+].CCCCCC[C@@H]([O-])C\C=C/CCCCCCCC(O)=O,0
[O--].[O--].[O--].[Yb+3].[Yb+3],1
[O--].[O--].[O--].[O--].[O--].[Nb+5].[Nb+5],0
CCCCCCCCN(C)C,0
CC1=C(C)C=CC=C1,0
N.N.F.F.[F-].[F-].[F-].[F-].[Zr+4],0
C\C=C\C(=O)C1=C(C)C=CCC1(C)C,0
O=[Ce]O[Ce]=O,0
[Cl-].CN(CC1=CC=CC=C1)C1=CC=C(C=C1)\N=N\N1C(C)=CN=[N+]1C,0
CCOC(=O)C(Cl)C(C)=O,0
CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,0
O=C1NC2=C(C=CC=C2)C1=O,0
CCOC(=O)C1=CC=CC=C1,0
OO,0
"[H]OCCO.C* |lp:1:2,4:2,m:6:3.2,Sg:n:5,1,2,3::ht|",0
CN(C)C(=O)NC1=CC=CC=C1,0
C[Si](Cl)(Cl)C1CCCCC1,0
CCC(C)(C)C1=CC=CC=C1,0
[Na+].[Na+].[Na+].[Na+].OC1=C2C(NC(=O)C3=CC(NC4=NC(F)=NC(F)=C4Cl)=CC=C3)=CC(=CC2=CC(=C1N=NC1=CC=C2C(C=CC=C2S([O-])(=O)=O)=C1S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,0
CN(C)CCOCCO,0
CC1=CC(C)=NN1,0
CC(=O)NC1=CC2=CC(=C(N=NC3=CC=C(C=C3)S(=O)(=O)CCOS(O)(=O)=O)C(O)=C2C=C1)S(O)(=O)=O,0
ClC(=C)C(Cl)=C,0
CC1=C(C2=C(C=C1)N=C(S2)C1=CC=C(N)C=C1)S(O)(=O)=O,0
NC1=NC(CC(O)=O)=CS1,0
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].OC1=C(NC2=NC(NC3=CC=C(NC4=NC(Cl)=NC(NC5=C(O)C6=C(C=C(C=C6C=C5S([O-])(=O)=O)S([O-])(=O)=O)N=NC5=CC=C6C(C=CC=C6S([O-])(=O)=O)=C5S([O-])(=O)=O)=N4)C=C3)=NC(Cl)=N2)C(=CC2=CC(=CC(N=NC3=CC=C4C(C=CC=C4S([O-])(=O)=O)=C3S([O-])(=O)=O)=C12)S([O-])(=O)=O)S([O-])(=O)=O,0
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Ca++],0
NC1=CC=CC=N1,0
OC1CCCCCCCCCCC1,0
CCCCCCCCCCCCCC(=O)N(C)CC(O)=O,0
[NH4+].CCCCC(CC)COS([O-])(=O)=O,0
NCCC1=CC=CC=C1,0
[Na+].COC(=O)C1=CC(=CC(=C1)C(=O)OC)S([O-])(=O)=O,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,0
CCO[Si](C)(C)OCC,0
[SiH4],1
[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Zr+4].[Zr+4],0
[Pd++].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,0
CC(CC1=CC=C(C=C1)C(C)C)C=O,0
[Na+].OC1=CC2=C(C=C1)C=C(C=C2)S([O-])(=O)=O,0
CC(=O)OCC=CC1=CC=CC=C1,0
CCOC(=O)C1=CC=C(C=C1)N(C)C,0
CC(C)=CCCC(C)=CC=CC(C)=O,0
C1CCC2=C(C1)C=CC=C2,0
[O-][N+]#N,0
COC1=CC2=C(C=C1)C(C)(C)C(=O)OC2=O,0
OC(=O)C(O)=O,0
CC(=O)C(N=NC1=CC=C(C=C1)[N+]([O-])=O)C(=O)NC1=CC2=C(NC(=O)N2)C=C1,0
CCN(C1CCCCC1)C(Cl)=O,1
[Na+].OC1=C(N=NC2=C3C=CC=CC3=C(C=C2)S([O-])(=O)=O)C2=C(C=CC=C2)C=C1,0
CC(C)C(=O)C(C)C,0
CCCCCCCC(=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC(=O)CCCCCCC,0
CC(C)OC(=O)OOC(=O)OC(C)C,1
CCCCOC(=O)\C=C/C(=O)OCCCC,0
NC1=C2C(O)=CC(=CC2=C(C=C1)S(O)(=O)=O)S(O)(=O)=O,0
CC(CCO)CCC=C(C)C,0
OCC1=CC=CC=C1,0
CC1=C(OC(=O)C2=CC=C(OCCCCOC(=O)C=C)C=C2)C=CC(OC(=O)C2=CC=C(OCCCCOC(=O)C=C)C=C2)=C1,0
CC(C)=CCC\C(C)=C/CO,0
[Na+].CNC([S-])=S,0
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,0
COC(=O)C1=C(C=C(C=C1)C(=O)NC1=CC(Cl)=CC=C1Cl)\N=N\C1=C(O)C(=CC2=C1C=CC=C2)C(=O)NC1=CC=CC=C1OC,1
CCCCCCCCCCCCCC[Si](C)(Cl)Cl,0
Cl.NNC1=CC=C(C=C1)S(N)(=O)=O,1
CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)OC,0
CCCCCCCCNC(=O)NC1=CC=C(CC2=CC=C(NC(=O)NCCCCCCCC)C=C2)C=C1,0
[F-].[F-].[F-].[Al+3],0
CC(=C)C=C,1
[Na+].[Na+].[Na+].[Na+].CC(O)CN(CC(C)O)C1=NC(NC2=CC(=C(C=CC3=C(C=C(NC4=NC(=NC(NC5=CC=C(C=C5)S([O-])(=O)=O)=N4)N(CC(C)O)CC(C)O)C=C3)S([O-])(=O)=O)C=C2)S([O-])(=O)=O)=NC(NC2=CC=C(C=C2)S([O-])(=O)=O)=N1,0
CC(O)CN(CC(C)O)C1=CC=C(C)C=C1,0
CC(C)CCO,0
S=[Se]=S,0
CO[Si](C)(C)OC,0
CC(C)COC(=O)C(C)=C,0
"C*.CCCCCCCCCOP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:16,18,24,26,t:14,22,lp:11:2,13:2,14:2,21:2,m:1:10.9.8.7.6.5.4.3|",0
[Zr+4].OP([O-])([O-])=O.OP([O-])([O-])=O,0
NCC1CCCC(CN)C1,0
CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,1
[NH4+].COC1=CC(=C(C)C=C1NC(=O)CC(C)=O)S([O-])(=O)=O,0
CC(N)C1=CC=CC=C1,0
CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,0
CC(C)Br,1
[Li+].[Li+].[O-]C(=O)C1=C([O-])C=CC=C1,0
CC[Si](Cl)(Cl)Cl,0
CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1,0
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,0
CC1=CC(C)=CC=C1,0
Cl.CCCCC1=NC2(CCCC2)C(=O)N1,0
CCCCCCCCCC[N+](C)(C)[O-],0
CC(C)=CCCC(C)(OC(C)=O)C=C,0
NC1=CC(Cl)=C(Cl)C=C1Cl,0
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,0
CCC(CO)C=C,0
OCCN(CCO)C(CO)(CO)CO,0
CCC(C)(C)OOC(=O)C(C)(C)C,1
CC(=O)[CH-]\C(C)=[O+]/[Fe](\[O+]=C(\C)[CH-]C(C)=O)\[O+]=C(\C)[CH-]C(C)=O,1
[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Na+].[Sb+5],0
FF,0
[Na+].CCCCC1=CC2=C([N-]N=N2)C=C1,0
CCCCC(CC)(CO)CO,0
[O-][N+](=O)C1=CC=C(C=C1)N1CCOCC1=O,1
CCCCC1=C(O)C=C(O)C=C1,0
CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC,0
CC(=C)C(=O)OCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,0
[Li+].[Na+].[Mg++].[O-][Si]([O-])([O-])[O-],0
COC(=O)CN(C(C)C(=O)OC)C1=CC(NC(C)=O)=C(C=C1OC)N=NC1=C(C=C(C=C1Cl)[N+]([O-])=O)C#N,1
[O-][N+](=O)C1=CC=CC(Cl)=C1Cl,1
OCC(CO)(CO)CO,0
ClN1C(=O)CCC1=O,0
CCCCP(CCCC)CCCC,0
FC(F)=C(F)C(F)(F)F,0
CCCCCCCCCCCCCC[N+](C)(C)CC([O-])=O,0
[Na+].[Na+].OC(CCCC(O)S([O-])(=O)=O)S([O-])(=O)=O,1
[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1,1
[O-][N+](=O)C1=CC=C(N=NC2=CC=C(C=C2)N(CCC#N)CCC#N)C(Cl)=C1,1
CC1(C)CC(O)CC(C)(C)N1[O],1
CCOC(=O)C(CC1=CC(I)=C(OC2=CC=C(OC)C=C2)C(I)=C1)NC(C)=O,0
COCC1=CC=C(COC)C=C1,0
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,0
ClCCOP(=O)(OCCCl)OCCCl,0
CC(O)CN(CC(C)O)CC(C)O,0
ClC1=C(Cl)C2(Cl)C3C(C(=O)OC3=O)C1(Cl)C2(Cl)Cl,0
N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,0
CC(C)(CO)C(O)C(=O)NCCCO,0
CC(C)O[Al]=O,0
CC1=CC=C(SC2=CC=C(C=C2)C(=O)C2=CC=CC=C2)C=C1,0
[Na+].[Na+].OC1=C2C=CC(=CC2=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O,0
[K+].[K+].[K+].CCC[Si]([O-])([O-])[O-],0
[Na+].[Co+3].CNS(=O)(=O)C1=CC=C([O-])C(=C1)\N=N\[C-]1C(C)=NN(C1=O)C1=CC(Cl)=CC=C1.CNS(=O)(=O)C1=CC=C([O-])C(=C1)\N=N\[C-]1C(C)=NN(C1=O)C1=CC(Cl)=CC=C1,0
BrC1=C(Br)C(Br)=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C(Br)=C1Br,0
Cl.CCNCC,0
BrC1=CC(Br)=C(OCC2CO2)C=C1,1
[NaH].[NaH].[NaH].[NaH].[NaH].[NaH].[O-]C(=O)C1=C[N+](=CC=C1)C1=NC(NCCNC2=CC=C3N=C4C(Cl)=C5OC6=C(C=CC(NCCNC7=NC(NC8=C(C=CC(=C8)S([O-])(=O)=O)S([O-])(=O)=O)=NC(=N7)[N+]7=CC=CC(=C7)C([O-])=O)=C6S([O-])(=O)=O)N=C5C(Cl)=C4OC3=C2S([O-])(=O)=O)=NC(NC2=C(C=CC(=C2)S([O-])(=O)=O)S([O-])(=O)=O)=N1,0
NC(=N)SCCC(O)=O,0
CC(O)CN(C)CC(C)O,0
CC1CCCC(C)C1N,0
CC(C)(O)C1=CC(=CC=C1)C(C)(C)O,0
OC1=C(C=CC=C1)C(=O)OC1CCCCC1,0
O=S1(=O)OCCO1,1
COC(F)(F)C(C(F)(F)F)C(F)(F)F,0
CCC1=CC=CC=C1,0
CCCCCCOCC(O)CO,0
CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,0
CCOC(=O)CCC1(C)OCC(CO)O1,0
CCCCCCCCCCCCCCOC(Cl)=O,0
CCN(CC)C(=S)S[Te](SC(=S)N(CC)CC)(SC(=S)N(CC)CC)SC(=S)N(CC)CC,0
CC(C)O,0
[Cs+].OC([O-])=O,0
CC1=CC(C)=C(C)C=C1,0
[La+3].CC([O-])=O.CC([O-])=O.CC([O-])=O,0
O[C@H]([C@@H](O)C(O)=O)C(O)=O,0
[K+].[K+].[O-]S(=O)S([O-])(=O)=O,0
COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,0
CC(=O)NC1=CC=C(NC(=O)C2=CC3=CC=CC=C3C(N=NC3=CC(=CC=C3Cl)C(N)=O)=C2O)C=C1,1
CCCCCCCCCCC,0
OS(O)(=O)=O.COC1=C(N)C=C(NCCO)C=C1,0
[Na+].[Na+].[O-]S(=O)(=O)CCN1CCN(CCS([O-])(=O)=O)CC1,0
OC(=O)CCCCCCCCCCCC(O)=O,0
CC1=CC(=O)CC(C)(C)C1=O,0
[Na+].[Na+].[O-]S([O-])(=O)=O,0
[Na+].[Na+].[Na+].[Na+].[Na+].OC1=C2C(NC3=NC(NC4=CC(=CC=C4)S(=O)(=O)CCOS([O-])(=O)=O)=NC(Cl)=N3)=CC(=CC2=CC(=C1N=NC1=CC=C2C(C=CC=C2S([O-])(=O)=O)=C1S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,0
C[C@]1(CN2C=CN=N2)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O,0
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
CCCC1CCCC(C1)C1CCCC(C1)C1=CC(F)=C(F)C(F)=C1,0
OC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1,0
[Co++].OC(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC(O)=O,0
CCCCC(CC)CN(CCO)CC(CC)CCCC,0
O=C(NC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O)C1=CC=C(C=C1)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)NC1=C2C(=O)C3=CC=CC=C3C(=O)C2=CC=C1,0
CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,0
CCCCCCCCCCCCCCCC(=O)OCCO,0
OC1=CC2=C(C=CC=C2)C=C1C(=O)NC1=CC=CC(=C1)[N+]([O-])=O,0
[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC,0
COS([O-])(=O)=O.CCN(CC[N+](C)(C)C)C1=CC=C(N=NC2=NC(=NS2)C2=CC=CC=C2)C(C)=C1,0
CC(C)(N)CO.CCCCCCCC\C=C/CCCCCCCC(O)=O,0
OC(=O)[C@H](OC(=O)C1=CC=CC=C1)[C@@H](OC(=O)C1=CC=CC=C1)C(O)=O,0
ClC1=CC=CC=C1C(=O)C1CCCC1,1
CCC(C)(O)CCCC(C)C,0
CC(C)C1=C(C)C=C(O)C=C1,0
[O--].[Rb+].[Rb+],0
OC1=C(C=C2C=CC=CC2=C1\N=N\C1=CC=CC(Cl)=C1Cl)C(=O)NC1=CC=CC2=C(NC(=O)C3=C(O)C(\N=N\C4=CC=CC(Cl)=C4Cl)=C4C=CC=CC4=C3)C=CC=C12,1
OCCN(CCO)CCO.CCCCCCCCCC\C=C\C(CC(O)=O)C(O)=O,0
NC(=O)N=NC(N)=O,0
[Sr++].[O-]C(=O)C([O-])=O,0
[Zn++].CCN(CC)C([S-])=S.CCN(CC)C([S-])=S,0
CC(C)C=O,0
[Na+].[O-]C(=O)C1CCC(=O)N1,0
COC(=O)NC1=NC2=CC=CC=C2N1,1
CCCC(C)C(O)=O,0
ClC1=NC2=C(C=CN2)C(Cl)=N1,0
O=C=NC1=CC=CC2=C(C=CC=C12)N=C=O,0
CCCCC1=C(C(=O)C2=CC=C(O)C=C2)C2=C(O1)C=CC(=C2)[N+]([O-])=O,1
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0
FC(F)(F)C(F)(F)I,0
[Ba++].CC(CC([O-])=O)CC(C)(C)C.CC(CC([O-])=O)CC(C)(C)C,0
CC(=O)OC1=C(C=CC=C1)C(O)=O,0
CCO[SiH](C)OCC,0
OCC1=CC=C(Br)C=C1,0
CC(C)C=C(C)C(C)OC(C)(C)COC(=O)C1CC1,0
CC1=C(CCO)C(=O)N=C(N)N1,0
[OH-].[OH-].[Ni++],1
[Na+].[O-]C(=O)C1=CC2=CC=CC=C2C=C1,0
CCOC1=CC=C(N)C=C1,1
