SMILES,Genotoxicity
CC(C)C(NC(N)=O)NC(N)=O,0
CCCCCC(=O)OC,0
[Na+].[O-][Cl](=O)(=O)=O,0
CC(C)=CCC\C(C)=C\COC=O,0
OCCCCCO,0
C\C(CO)=C/C1=CC=C(C)C=C1,0
[Cl-].[Cl-].C[N+](C)(CC[N+](C)(C)CC(O)COCC(F)(F)C(F)F)CC(O)COCC(F)(F)C(F)F,0
C[SiH]1O[SiH](C)O[SiH](C)O[SiH](C)O[SiH](C)O1,0
CCO[Si](CCCOCC1CO1)(OCC)OCC,1
"ClCC1=CC=CC=C1.*C=C |c:4,6,t:2,lp:0:3,m:8:5.6.7|",0
NC1=C(N)C=CC=C1,1
ClC1=CC(=CC(Cl)=C1)N=C=O,0
NOS(O)(=O)=O,1
NC1=CC(=C(N)C=C1)S(O)(=O)=O,0
[K+].CC1=CC(=O)[N-]S(=O)(=O)O1,0
N#CCCC#N,0
NC1=C(C=CC=C1)C(F)(F)F,0
CC(C)CCCCCCCCCCOC(=O)CC(C)CC(C)(C)C,0
CNC1CCCCC1,0
CC(C)C1C(C)C(C)(C)C2=CC(C)=C(C=C12)C(C)=O,0
[OH-].[Cl-].[Cl-].[Cl-].[Cl-].[Cr+3].[Cr+3].CC(=C)C([O-])=O,0
[Cs+].[Cs+].[O-]C([O-])=O,0
COCCN(CCOC)C1=CC=C(N=NC2=C3C=C(C=CC3=NS2)[N+]([O-])=O)C(NC(C)=O)=C1,0
N.N.[Cl-].[Cl-].[Pd++],0
Cl[Si](Cl)(Cl)[Si](Cl)(Cl)Cl,0
CC(O)CSCCO,0
[H][C@@]12CC[C@@H](C)[C@]11C[C@]([H])(C2(C)C)[C@@](C)(CC1)OC,0
CC(=O)C1=CC=CC=C1,0
[Ca++].O[PH](O)=O.[O-][PH]([O-])=O,0
OCC[NH+](CCO)CCO.CC(CC(=O)NCCCCCC([O-])=O)CC(C)(C)C,0
[Zn++].[Br-].[Br-],0
CC(C)=CC(C)(C)CC(C)(C)C,0
CCC(=O)CC,0
[F-].[F-].[F-].[Ce+3],0
C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C,0
CCCCNP(N)(N)=S,0
CC(=O)NNC(C)=O,0
COC(=O)C1=C(O)C(C)=C(O)C=C1C,0
CC(C)CCOC(=O)C1=C(O)C=CC=C1,0
CCCS,0
FC1=C(C=CC=C1)C(=O)C1=CC(Cl)=CC=C1NC(=O)CBr,0
NC1=CC2=C(C=C1)C=C(C=C2)S(O)(=O)=O,0
CCCCCCCC(=O)N(C)C,0
Cl[Nb](Cl)(Cl)(Cl)Cl,0
[NH4+].NC([O-])=O,0
S1P2P3SP1SP23,0
CC(C)NO,0
CCC(C)=CCCC(C)(O)C#C,0
O1O[Sr]1,0
NCCC1=CC=C(O)C=C1,1
COC1=CC=CC=C1NC(=O)C(N=NC1=C(C=C(Cl)C=C1)[N+]([O-])=O)C(C)=O,0
[Bi+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0
CC(O)CNCC(C)O,0
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,0
CCCCCCCCCCCCCCCC,0
CC1=CC=C(C=C1)C(=O)OOC(=O)C1=CC=C(C)C=C1,0
[Ca++].[O-]C=O.[O-]C=O,0
[Cl-].C[N+](C)(C)C1=CC=CC=C1,0
[Cl-].CCN(CCCl)C1=CC=C(C=CC2=[N+](C)C3=C(C=CC=C3)C2(C)C)C(C)=C1,0
CC(C)CC1=CC(C)=C(C=O)C=C1,0
NC1CCC(CC2CCC(N)CC2)CC1,0
COC1=CC(=C(OC)C=C1Cl)[N+]([O-])=O,0
CC1=CC=C(C=C1)[Si](Cl)(Cl)Cl,0
CCOCCOC(=O)C(C)=C,0
N.N.OC(=O)C1=CC=CC=C1C(O)=O,0
CCCCCCCCCCCC#N,0
CC(=O)C1=CC=C(Cl)C=C1Cl,1
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0
[Li+].[Li+].[Li+].[O-]P([O-])([O-])=O,0
CC1C\C=C\CCCCCCCCC(=O)C1,0
CC1=NN(C(=O)C1N=NC1=C(C)C=C(C)C=C1)C1=CC=CC=C1,0
O=CC1=CC=CC=C1C=O,1
OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O,0
CC(O)CN(C)C,0
CCCCCCCCSCCO,0
CC(C)=O,0
[Na+].[Na+].[Na+].OC1=C(N=NC2=C3C=CC=CC3=C(C=C2)S([O-])(=O)=O)C2=C(C=C(C=C2C=C1)S([O-])(=O)=O)S([O-])(=O)=O,0
OC(=O)C1=CC=CC=C1C(O)=O,0
OC(C(F)(F)F)C(F)(F)F,0
CCCC[Sn](O)(O)Cl,0
CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OCC(CC)CCCC)C=C1O)C1=CC=C(OC)C=C1,0
[Na+].OC(CCl)CS([O-])(=O)=O,0
CCCCCCCCCCCCCCCCCCO[Si](C)(C)OCCCCCCCCCCCCCCCCCC,0
CCC(=O)OCC1=CC=CC=C1,0
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,0
CC[C@H](C)[C@H](N)C(O)=O,0
[Cl-].CCCCCCCCCCCC[N+]1=CC=CC=C1,0
CO[Si](CCCN=C(N(C)C)N(C)C)(OC)OC,0
[Na+].OC[C@@H](O)[C@H]1OC(=O)C(O)=C1[O-],0
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,0
C1COCC[NH2+]1.CC1=CC=C(C=C1)S([O-])(=O)=O,0
CC(CCO)CCCC(C)(C)O,0
CCCCCC(O)=O,0
OC(=O)CCCCC(O)=O,0
CC1=NN(C(N)=C1)C1=CC=CC=C1,0
CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C,0
CC(C)CCCCCCCOC(=O)C=CC(=O)OCCCCCCCC(C)C,0
CC1(C)CC(O)CC(C)(CN)C1,0
OC1=CC=C(OC2=CC=CC=C2)C=C1,0
CCOC(=O)C1=CC=C(O)C=C1,0
[Br-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,0
CC(=O)OCC1=C(OC(C)=O)C=CC(=C1)C(C)=O,1
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,0
CCCC(C)C,0
O=C1NSC2=C1C=CC=C2,0
CCOC(=O)C=CC1=CC=CC=C1,0
CCCCCCCCCCCCCCCC(=O)OC,0
CCCCCCCCCCCCCCCCCC[Si](C)(C)Cl,0
Cl[Ta](Cl)(Cl)(Cl)Cl,0
O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0
OCCOC(=O)C=C,0
CCCCCCCCCCCC1=NCCN1CCO,0
CP(O)(O)=O.NC(=N)NC(O)=N,0
[Na+].[N-]=[N+]=[N-],1
OC1=NC2=CC=CC=C2N1,0
O=C1CC(=O)NC(=O)N1,0
OCC#C,0
CCCN,0
CCCCCC(O)C(C)=CCC,0
CC([O-])=O.CCN(CCO)C1=CC=C(C=C1)\N=N\C1=[N+](C)C2=C(S1)C=C(OC)C=C2,0
CC(O)CC(C)(C)O,0
CC1(C)CC(O)CC(C)(C)N1CCO,0
CC(C)CC(C)=O,0
CC1=CC=C(N)C=C1,0
CCCBr,0
CCOC(=O)CC(=O)N(C1=CC=CC=C1)C1=C(C=CC(Cl)=C1)[N+]([O-])=O,0
CCB(CC)C1=CN=CC=C1,0
[Na+].[O-][Br](=O)=O,1
CCCCCCCC\C=C/CCCCCCCCCCCC(N)=O,0
CCCCCCCCCCCCCCN(C)C,0
OCCN(CC(O)=O)CC(O)=O,0
CCCC1CO1,1
CCC(=O)OCC=C,0
CCN(CC)C1=CC(NC(C)=O)=C(C=C1)N=NC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C#N,1
CCCCCCOCCOCCO,0
CCCC(=O)OCC=C,0
[OH-].[Cr+3].[O-]S([O-])(=O)=O,0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CCN1C(O)=C(N=NC2=C(C=CC=C2)[N+]([O-])=O)C(C)=C(C#N)C1=O,0
CCCC1CCC(CC1)C1CCC(CC1)C1=CC=C(OC(F)(F)F)C=C1,0
COC1=CC(=C(C=C1)N=NC1=C2C=CC=CC2=CC=C1O)[N+]([O-])=O,1
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,0
CC(OC(C)(C)COC(=O)C1CC1)C1CCCC(C)(C)C1,0
CCCCCCCCC=COCC,0
S=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,0
[Al+3].CCOC(=O)[CH-]C(C)=O.CCOC(=O)[CH-]C(C)=O.CCOC(=O)[CH-]C(C)=O,0
CC(=C)C(=O)OCCOC(=O)CCC(O)=O,0
CCCCCON=O,1
ClC(Cl)=C,0
ClC=C,1
CCC1CO1,1
CCCCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCCCC,0
[B+3].[B+3].[B+3].[B+3].[B+3].[B+3].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O-][Zn+].[O-][Zn+],0
CCN(C(C)C)C(C)C,0
CC(O)COC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,0
CCN(CC)C1=CC=C2C=C3C4=NC5=C(C=CC=C5)N4C(=O)C(C#N)=C3OC2=C1,0
[Cl-].CC(C)(C)OC(=O)C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0
CCCCCCCCCCCCCOC(=O)C1=CC(C(=O)OCCCCCCCCCCCCC)=C(C=C1)C(=O)OCCCCCCCCCCCCC,0
CCN(CC)CCN,0
CN(C)CCCNC(=O)NCCCN(C)C,0
[O-][N+](=O)O[Zr](=O)O[N+]([O-])=O,0
CCCCC(CC)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(CC)CCCC,0
CCCCCC1(C)CCC(C)(C)C1=O,0
CCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,0
OC(=O)CC(O)=O,0
[Ba++].[O-]C(=O)C1=CC=CC=C1.[O-]C(=O)C1=CC=CC=C1,0
CCCCC(O)=O,0
CC(C)C(=O)O[Zr](OC(=O)C(C)C)(OC(=O)C(C)C)OC(=O)C(C)C,0
CC1=CC=CC=C1NC1=CC=C(NC2=C(C)C=CC=C2)C2C1C(=O)C1=CC=CC=C1C2=O,1
CCCCC=O,0
S=[W]=S,0
C1CC(CC=C1)C1OCC2(CO1)COC(OC2)C1CCC=CC1,0
ClC1=CC(Cl)=C(C=C1)C(Cl)(Cl)Cl,0
CCCCCCCCOCCCCCCCC,0
[Na+].CCOP([O-])=O,0
NCCCCCCCCCN,0
CC(C)OC(=O)[C@H](C)NP(=O)(OC1=CC=CC=C1)OC1=C(F)C(F)=C(F)C(F)=C1F,0
[Na+].[O-][N+]1=C([S-])C=CC=C1,0
[K+].OP(O)([O-])=O,0
CC(C)(CO)CC1=CC=CC=C1,0
NC#N,0
CCCCC(=O)OC,0
CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(I)C=C1,0
[Cu++].OC(=O)C1CCC(O)=N1.[O-]C(=O)C1CCC([O-])=N1,0
CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,0
CC(C)=CCC[C@](C)(O)[C@H]1CCC(C)=CC1,0
[Na+].[Na+].[Na+].OP([O-])(=O)OP([O-])([O-])=O,0
CCCCOCCOCCO,0
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].OC1=C(N=NC2=CC=CC=C2)C(=CC2=CC(=CC(NC3=NC(NC4=CC=C(C=CC5=CC=C(NC6=NC(=NC(NC7=C8C(O)=C(N=NC9=CC=CC=C9)C(=CC8=CC(=C7)S([O-])(=O)=O)S([O-])(=O)=O)=N6)N6CCOCC6)C=C5S([O-])(=O)=O)C(=C4)S([O-])(=O)=O)=NC(=N3)N3CCOCC3)=C12)S([O-])(=O)=O)S([O-])(=O)=O,0
[Na+].[Na+].[O-]C(=O)CCCCCCCCC([O-])=O,0
ClC1=CC(=CC=C1)N1CCNCC1,0
[O-]C1=C([N+]#N)C(=O)NC(=O)N1,1
CC(N)C(O)=O,0
CNP(=O)(N1CC1C)N1CC1C,1
COC(=O)C1=CC(CCl)=NN1C1=NC=CC=C1Cl,1
CCCC(O)=O,0
OC(=O)\C=C/C(O)=O,0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0
CCCCC(O)C(N)CC,0
CCCCN(CCCC)C[Si](OCC)(OCC)OCC,0
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,0
OC1=CC=CC2=CC=CN=C12,0
CC(C)(C)C1=CC=C(OCC2CO2)C=C1,1
CC\C=C/CCOC(=O)C1CC1,0
CC1=CC=C(C=C1)C(C)(C)C,0
COC1(OC(F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)C1(F)F)C(F)(C(F)(F)F)C(F)(F)F,0
CC(C)C(=O)C(C)(C)CC=C(C)C,0
CCCCCCC(CCCC)C(O)=O,0
COC1=CC=C(CC(C)C=O)C=C1,0
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC(C(O)=O)=C(O)C=C1,0
NCCCOCCOCCOCCCN,0
CC(C)CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCC(C)C,0
CCCCCCCC[Sn]1(CCCCCCCC)OC(=O)CS1,0
[H]N(C1=CC=CC=C1)C1=C2C(=O)C3=C(C=CC(O)=C3C(=O)C2=C(O)C=C1)[N+]([O-])=O,0
CC1=CC(CC2=CC(C)=C(O)C(C)=C2)=CC(C)=C1O,0
NC1=C(SSC2=C(N)N(N=C2C#N)C2=C(Cl)C=C(C=C2Cl)C(F)(F)F)C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N,0
[NH4+].[I-],0
NNC1=CC(=NC=N1)N1CCOCC1,1
CC(=O)OC(C=C)C#N,0
CC1=C(OC=N1)C#N,0
COC(=O)CCCCC(=O)OC,0
[OH-].[OH-].[OH-].[In+3],0
CC([O-])=O.CN1C=NN(C)C1=NN=C1C=CC(C=C1)=[N+](C)CC1=CC=CC=C1,0
OC(=O)C1=C(O)C=CC=C1,0
COC1=C(OC)C(OC)=C(CN2CCNCC2)C=C1,0
NC1=CC=C(N)C=C1,0
OC(=O)CCSCCC(O)=O,0
FC(F)(F)OC1=CC=C(C=C1)N=C=O,0
COC(=O)\C=C(/C)C=O,0
CCCCCCCCC=CCCCCCCCCN.CCCCCCCCC=CCCCCCCCC(O)=O,0
[Na+].[Na+].[Na+].[O-]P([O-])([O-])=O,0
CC(CCOC(=O)C(C)C)CCC=C(C)C,0
CC1=NN(C(=O)C1)C1=CC=CC=C1,0
CC(CC1=CC=CC=C1)(C=C)C#N,0
NC(=N)N[N+]([O-])=O,0
COC1=C(N)C2=C(C(=O)C3=C(C=CC=C3)C2=O)C(NS(=O)(=O)C2=CC=C(C)C=C2)=C1,1
CN(C)CCOCCN(C)CCO,0
N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1,0
ClC1=CC=C(C=C1)C1=C2C(=O)NC(=C2C(=O)N1)C1=CC=C(Cl)C=C1,0
C[SiH]1O[SiH](C)O[SiH](C)O[SiH](C)O1,0
[Cd]=[Te],0
[Fe++].[Fe++].[Fe++].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N,0
[Ba++].OP(O)([O-])=O.OP(O)([O-])=O,0
CCCCCCCCC(CO)CCCCCC,0
CC1=C(C=CC=C1Cl)[N+]([O-])=O,1
NC1CCCCC1N,0
CCCCCCCCS,0
Cl[In](Cl)Cl,0
[H][C@@]12CC[C@@H](C)[C@]11C[C@]([H])(C2(C)C)[C@](C)(O)CC1,1
CCOCCC(=O)OCC,0
CCOCC(C)O,0
CCCCCCCC[Sn](CCCCCCCC)(OC(=O)\C=C\C(=O)OCC)OC(=O)\C=C\C(=O)OCC,0
FC(F)(F)C1=CC=CC=C1,0
CCCCN[Si](C)(NCCCC)NCCCC,0
CC(C)C(C1=CC(C)=CC(C)=C1O)C1=CC(C)=CC(C)=C1O,0
[H][C@](COC(C)=O)(OC(C)=O)C=C,0
ClSSCl,0
CCC(=O)OCC(C)(C)OC(C)C1CCCC(C)(C)C1,0
"[Cu++].*CN1C(=O)C2=C(C=CC=C2)C1=O.*CN1C(=O)C2=C(C=CC=C2)C1=O.*CN1C(=O)C2=C(C=CC=C2)C1=O.[N-]1\C2=N/C3=N/C(=N\C4=C5C=CC=CC5=C([N-]4)\N=C4/N=C(/N=C1/C1=C2C=CC=C1)C1=CC=CC=C41)/C1=CC=CC=C31 |c:7,9,21,23,35,37,43,47,49,51,53,56,60,64,67,70,72,77,85,t:5,19,33,45,62,75,79,83,87,lp:3:1,5:2,13:2,16:1,18:2,26:2,29:1,31:2,39:2,40:2,42:1,44:1,46:1,55:2,56:1,58:1,60:1,m:1:65.70.51.75.78.77.76.52.50.49.71.69.72.67.66.64,14:65.70.51.75.78.77.76.52.50.49.71.69.72.67.66.64,27:75.76|",0
FC(F)(F)C1=CC=CC(=C1)[C-]1C(=O)N(CC2=CN=CN=C2)C2=CC=CC=[N+]2C1=O,0
ClC1=CC=CC2=C1C(=O)C1=C(Cl)C=CC=C1C2=O,0
CNCCC[Si](OC)(OC)OC,0
CC1=C(CCO)SC(=S)N1CC1=CN=C(C)N=C1N,0
[Na+].[Na+].[O-]P([O-])(F)=O,0
CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2Cl)COC(C)=O,0
CCOP(=O)(CC)OCC,0
CCCCC(CC)CNCC(CC)CCCC,0
CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,0
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,0
Cl.COC1=C(C)C(CCl)=NC=C1C,1
CC(C)(C)CC(C)(C)NC1=NC(Cl)=NC(Cl)=N1,0
CCO[Si](CCCN=C=O)(OCC)OCC,0
CC1=C(OC=N1)C(N)=O,0
CC(C)(C)[Si](C)(C)Cl,0
CCCCOCCOCCOCCCC,0
COC(=O)C1=CC=CC=C1,0
CC1=CC=C(CO)C=C1,0
CC(O)COC1=CC=CC=C1,0
C[C@@H]1O[C@@H]1P(O)(O)=O.C[C@@H](N)C1=CC=CC=C1,0
CC(C)C(=O)OOC(=O)C(C)C,1
CC([O-])=O.CNC1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,0
CC(C=C)C#N,0
CC(C)C1=CC=CC(C(C)C)=C1N=C=NC1=C(C=CC=C1C(C)C)C(C)C,0
CCN(C(=O)N(CC)C1=CC=CC=C1)C1=CC=CC=C1,0
CCCCCCCC[Sn](CCCCCCCC)(OC(=O)C=CC(=O)OCC(CC)CCCC)OC(=O)C=CC(=O)OCC(CC)CCCC,0
CCCCCCCCC(O)CO,0
CCN(CC)C1=CC=C(N=NC2=NC=C(S2)[N+]([O-])=O)C(C)=C1,0
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,0
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,0
CC(N)CCC1=CC=CC=C1,1
CC(=O)OCCN(CCC#N)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,1
CC(C1=CC=CC=C1)C1=C(C)C(C)=CC=C1,0
ClCCCC1=CC=CC=C1,0
COC1=C(NC(=O)C2=C(O)C(N=NC3=C(Cl)C=CC(Cl)=C3)=C3C=CC=CC3=C2)C=CC=C1,0
CCCCCCCCCCCC(=O)OC,0
CC1=C(NC(=O)C2=C(O)C(N=NC3=C(C)C=C(C=C3)[N+]([O-])=O)=C3C=CC=CC3=C2)C=CC=C1,1
Cl.CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,0
[Na+].[Na+].OCC(CO)OP([O-])([O-])=O,0
NC(=O)CC1(CC(O)=O)CCCCC1,0
[Na+].[Cr+3].CC1=NN(C(O)=C1N=NC1=C([O-])C=CC(=C1)S(N)(=O)=O)C1=CC=CC=C1.CC1=NN(C([O-])=C1N=NC1=C([O-])C=CC(=C1)S([O-])(=N)=O)C1=CC=CC=C1,0
OCCN(CCO)CCO.CC1=CC=C2N=C(SC2=C1S(O)(=O)=O)C1=CC=C(C=C1)N=NC1C(=O)NC(=O)NC1=O,0
CC(C)(C)C(=O)OCCC1=CC=CC=C1,0
CC1=CC=CC(=C1)N=C=O,0
COC(=O)CC(C(C)=O)C(=O)OC,0
COC(=O)C(=C)C#N,1
Cl[Si](Cl)(C1CCCC1)C1CCCC1,0
CC(C=O)=CC1=CC=CC=C1,0
[Na+].CCCCCCCCCCOS([O-])(=O)=O,0
OC1=CC(O)=NC=N1,0
OS(O)(=O)=O.OC1=C2N=CC=CC2=CC=C1.OC1=C2N=CC=CC2=CC=C1,1
CCCCCCC(C)OC(=O)CCCCC(=O)OC(C)CCCCCC,0
NCCOCCN,0
[Sr++].OP([O-])([O-])=O,0
[H][C@@]12CCCC[C@@]1([H])C[C@]([H])([NH2+]C2)C(O)=NC(C)(C)C,0
ClC1=NC(Cl)=NC(Cl)=N1,0
[Na+].CC1=CC=C(NS(=O)(=O)C2=CC(=CC=C2Cl)N=NC2=C(N)C=CC3=C2C(O)=CC(=C3)S([O-])(=O)=O)C(C)=C1,0
CC1=CC=C(C=C1)C1CCC(CC1)C1CCC(CCC=C)CC1,0
CC1=CC(C)=CC(C)=C1,0
COC1=CC(=C(C=C1)N=NC(C(C)=O)C(=O)NC1=C(OC)C=CC=C1)[N+]([O-])=O,0
CCCCCCCCCCCCC1=CC=C(C=C1)N=NC1=CC=C(O)C(N=NC2=CC=C(CCCCCCCCCCCC)C=C2)=C1O,0
COC(=O)CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0
CCCCC(CC)COC(=O)C1=CC=C(C=C1)C(=O)OCC(CC)CCCC,0
OS(=O)(=O)CCCNC1CCCCC1,0
CCC |Sg:n:1:5-6:ht|,0
CCCCC(CC)COC(=O)CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0
CCCCCCC,0
CC(=C)C(=O)OCC1CC2CC1C1CCC(COC(=O)C(C)=C)C21,0
CC(C)OCC1CO1,1
OP(O)(O)=O,0
[Ba++].OC1=C(N=NC2=C(C3=C(C=CC=C3)C=C2)S([O-])(=O)=O)C2=C(C=CC=C2)C=C1.OC1=C(N=NC2=C(C3=C(C=CC=C3)C=C2)S([O-])(=O)=O)C2=C(C=CC=C2)C=C1,0
CCOC1=CC=CC=C1OCC,0
C[SiH](C)Cl,0
CCOP(OC1=C(C=C(C=C1C)C(C)(C)C)C(C)(C)C)OC1=C(C=C(C=C1C)C(C)(C)C)C(C)(C)C,0
[K+].[Ag+].[C-]#N.[C-]#N,0
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C=C,0
CCOC(=O)[C@@H]1[C@@H](C)CCCC1(C)C,0
[Zn++].CCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCC([O-])=O,0
CC1=CC=CC(C)=C1N,1
CC1=CC(N)=CC(C)=C1,0
CC1=C(OC(=O)C2=CC=C(O)C=C2)C=CC(OC(=O)C2=CC=C(O)C=C2)=C1,0
CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CN(C(=O)C3=C(Cl)C=CC=C3Cl)C3=C2C=C(Br)C=N3)=C(F)C=C1,0
CC1=CC(C)=C(N)C=C1,1
CCCC(=O)OCC=CC1=CC=CC=C1,0
CCN=C=S,0
O=[Sb](=O)O[Sb](=O)=O,0
CC(=O)OC1=CC=C(C=C1)C#N,0
Br.NCCO,0
CCC(C)(\N=N\C(C)(CC)C#N)C#N,0
CC1CCCCC1,0
CCCOC(C)=O,0
CCCCCCC(CCCC)COC(=O)C1=CC=CC=C1O,0
CCCCBr,0
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,0
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,0
CCC1=CC(CC2=CC(CC)=C(N)C(CC)=C2)=CC(CC)=C1N,0
C[Si](C)(CCCN)N1CCC[Si]1(C)C,0
COC(=O)CCl,0
NC1CCC2=C(C1)SC(=N)N2,1
OC(=O)C(F)(F)F,0
[Na+].[O-]CCS,0
OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,0
NC(=O)CCl,0
[Fe+3].[O-]P=O.[O-]P=O.[O-]P=O,0
CC(C)COC(C)=O,0
COC1=C(C=CC=C1)N=NC1=C2C=CC=CC2=CC=C1O,1
CCCCC(CC)CNC(=O)CC(C)CC(C)(C)C,0
CC(CCC=C(C)CCC=O)C=C,0
NCCCNCCNCCCN,0
COC1=CC(=CC(OC)=C1O)C#N,0
[Na+].CN(C1CCCCC1)S(=O)(=O)C1=C(C=CC=C1)N=NC1=C(N)C=CC2=C1C(O)=CC(=C2)S([O-])(=O)=O,0
O=C1C2=CC=CC(SC3=CC=CC=C3)=C2C(=O)C2=C1C=CC=C2SC1=CC=CC=C1,0
CCCC(CCC)C#N,0
CC(C)(C)C1=CC=C(C=C1)C#N,0
CCC[C@H]1CCO[C@@H](C)S1,0
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0
CC(=O)C(Cl)Cl,1
C[C@H]1CC[C@@]2(O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@H]1C3,0
[Na+].CC(C)CCCCCCCOC(=O)CC(C(=O)OCCCCCCCC(C)C)S([O-])(=O)=O,0
COC1=CC=C(C=CC(=O)OCCC(C)C)C=C1,0
[Al+3].OC(=O)C1=NN(C(=O)C1\N=N\C1=CC=C(C=C1)S([O-])(=O)=O)C1=CC=C(C=C1)S(O)(=O)=O.OC(=O)C1=NN(C(=O)C1\N=N\C1=CC=C(C=C1)S([O-])(=O)=O)C1=CC=C(C=C1)S(O)(=O)=O.OC(=O)C1=NN(C(=O)C1\N=N\C1=CC=C(C=C1)S([O-])(=O)=O)C1=CC=C(C=C1)S(O)(=O)=O,0
C=CCOCC1CO1,1
CC12CCC(CC1)C(C)(C)O2,0
CCNCC,0
Cl.CC(C)(C)N(CC(=O)C1=CC(CO)=C(O)C=C1)CC1=CC=CC=C1,1
CCOC(=O)C(F)(F)F,0
CCCCCCCCCCCCCCCCCC(=O)NCNC(=O)CCCCCCCCCCCCCCCCC,0
CC(C)(C)C1CCC(CC1)OC(=O)OOC(=O)OC1CCC(CC1)C(C)(C)C,0
[Na+].CC1=C(C)C(=CC(NC2=CC(=C(N)C3=C2C(=O)C2=C(C=CC=C2)C3=O)S([O-])(=O)=O)=C1)S(=O)(=O)NCCO,1
CN(C)CCCNC(=O)CCCCCCCCC=C,0
COC1=CC=C(NC(=O)[C@@H]2C[C@H](C)CC[C@H]2C(C)C)C=C1,0
CC(C)C(=O)OOC(C)(C)C,1
CC(=O)OC(C)(C)C,0
NC1=C(C=C(O)C=C1)[N+]([O-])=O,0
CC(O)CN1C=CN=C1,0
[Li]Br,0
OCC(O)CCl,0
COP(=O)(CCC(=O)NCO)OC,0
OCP(=O)(CO)CO,0
F[Zn]F,0
[Cl-].CCCCCCCC\C=C/CCCCCCCC[N+](C)(CCO)CCO,0
